freqpweek,freq_car,dist_to_pub,own_car,own_motob,own_bike,own_ebike,opinion_ban_code,aware_ban_no,aware_ban_yes,vehic_bus,vehic_car,vehic_ebike,vehic_moto,vehic_taxi,vehic_tram,vehic_walk,fut_veh_car,fut_veh_ebike,fut_veh_moto,fut_veh_no
9,0,200,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,300,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,300,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9,0,300,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9,0,300,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,300,1,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,300,1,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,300,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,300,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,300,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,300,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,300,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,300,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,300,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,300,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,300,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,300,0,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,300,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,200,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,300,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,150,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9,0,200,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,300,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9,3,150,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
9,0,200,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,3,300,0,3,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5.5,0,150,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
9,0,200,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9,0,150,0,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
9,0,200,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9,3,150,0,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,150,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
9,0,200,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,0,200,0,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
9,0,120,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9,0,150,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,1,2,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
12,0,60,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
12,0,150,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9,0,150,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
9,0,50,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,0,60,1,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9,0,50,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,60,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
9,0,100,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,50,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,50,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,100,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
12,0,50,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,70,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,0,50,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,70,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,100,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,100,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,200,0,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,120,1,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,0,300,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,100,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,1,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,200,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,300,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9,0,120,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,200,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,300,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9,0,120,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,200,0,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9,0,300,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12,0,120,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,100,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9,0,120,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,50,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9,0,100,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9,0,130,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,3,50,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,0,100,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12,3,30,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9,0,60,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,100,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9,0,70,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,120,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9,0,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,70,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,30,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,70,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,90,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,50,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,70,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,100,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,80,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,100,1,3,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,500,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
9,0,80,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,100,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
9,0,500,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,90,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,400,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9,8,100,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9,0,200,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,400,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9,3,250,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,500,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,150,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,200,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,250,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,200,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,250,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,130,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,150,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9,0,150,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,50,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,100,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,0,120,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,100,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,110,1,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
12,0,100,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,100,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,110,1,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9,0,100,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,10,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,150,1,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
12,0,100,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,100,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,100,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,120,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,150,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,50,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9,0,100,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,150,1,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,50,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
12,0,120,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,150,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
9,0,120,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,150,0,3,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,100,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,50,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9,0,120,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,100,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,50,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9,3,120,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,120,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,150,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,120,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,120,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,120,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,120,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,120,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,200,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9,0,150,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,140,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9,3,100,0,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,160,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9,0,100,0,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,200,0,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,160,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9,0,150,1,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,200,0,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,150,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9,0,150,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,250,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
12,0,300,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9,0,150,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,180,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,300,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9,0,180,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,180,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,200,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
12,0,180,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
12,0,180,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,200,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9,0,180,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9,0,180,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,300,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
12,0,180,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9,0,150,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,300,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
12,0,100,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,120,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,0,120,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,3,150,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,120,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,150,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,3,200,0,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,150,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,3,200,0,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
12,3,150,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,150,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,3,50,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
12,0,300,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,200,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,30,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
12,0,300,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,200,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,8,10,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
12,3,300,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,100,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,8,10,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
12,3,250,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,120,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,8,10,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
12,3,200,0,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,8,150,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,100,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
12,0,150,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,120,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,150,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12,0,150,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,8,120,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,200,0,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9,8,150,2,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,8,120,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,100,2,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,150,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,150,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,200,0,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,200,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,150,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,120,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
12,3,150,0,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,120,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,120,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,100,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,300,0,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,200,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,250,0,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,100,0,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,200,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,250,0,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,200,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,20,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,250,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,150,0,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,200,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,200,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,8,120,0,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,20,0,3,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,20,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,200,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,8,120,0,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,20,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,150,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,20,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,600,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,150,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,20,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,600,0,3,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,150,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,20,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,600,0,3,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,150,0,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,20,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,600,0,3,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,150,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,500,1,3,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,150,1,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,200,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
12,0,500,1,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
12,0,150,1,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,200,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
12,0,500,1,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
12,0,50,1,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,50,1,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,200,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9,0,500,1,3,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
12,0,150,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9,0,100,1,3,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
12,0,500,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,300,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
12,0,10,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,500,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,500,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,8,500,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,8,600,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9,0,600,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,600,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,600,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12,0,200,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,300,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,3,500,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,400,0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
9,0,200,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,400,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,3,500,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,300,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,300,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,400,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,3,500,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,200,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,300,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,3,400,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,0,400,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
